UNIQUE_KEY,PRODUCT_TITLE,PRODUCT_DESCRIPTION,STYLE#,AVAILABLE_SIZES,BRAND_LOGO_IMAGE,THUMBNAIL_IMAGE,COLOR_SWATCH_IMAGE,PRODUCT_IMAGE,SPEC_SHEET,PRICE_TEXT,SUGGESTED_PRICE,CATEGORY_NAME,SUBCATEGORY_NAME,COLOR_NAME,COLOR_SQUARE_IMAGE,COLOR_PRODUCT_IMAGE,COLOR_PRODUCT_IMAGE_THUMBNAIL,SIZE,PIECE_WEIGHT,PIECE_PRICE,DOZENS_PRICE,CASE_PRICE,PRICE_GROUP,CASE_SIZE,INVENTORY_KEY,SIZE_INDEX,SANMAR_MAINFRAME_COLOR,MILL,PRODUCT_STATUS,COMPANION_STYLE,MSRP,MAP_PRICING,FRONT_MODEL_IMAGE_URL,PRODUCT_MEASUREMENTS
3602841,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Teal,BC3719_Teal_VPI26.gif,BC3719_teal_model_front.jpg,BC3719_teal_model_frontTN.jpg,S,0.8000,22.82,22.82,18.82,NULL,18,360284,1,Teal,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3719_teal_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
3602851,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Teal,BC3719_Teal_VPI26.gif,BC3719_teal_model_front.jpg,BC3719_teal_model_frontTN.jpg,XL,0.9500,22.82,22.82,18.82,NULL,18,360285,1,Teal,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3719_teal_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
3602861,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Teal,BC3719_Teal_VPI26.gif,BC3719_teal_model_front.jpg,BC3719_teal_model_frontTN.jpg,XS,0.8800,22.82,22.82,18.82,NULL,18,360286,1,Teal,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3719_teal_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
3602871,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,41.44,Sweatshirts/Fleece, ,Heather Maroon,BC3719_HeatherMaroon_VPI26.gif,BC3719_heathermaroon_model_front.jpg,BC3719_heathermaroon_model_frontTN.jpg,2XL,1.1600,24.72,24.72,20.72,NULL,18,360287,1,HthrMaroon,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,41.44,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3719_heathermaroon_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
3602881,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,45.22,Sweatshirts/Fleece, ,Heather Maroon,BC3719_HeatherMaroon_VPI26.gif,BC3719_heathermaroon_model_front.jpg,BC3719_heathermaroon_model_frontTN.jpg,3XL,1.4700,26.61,26.61,22.61,NULL,12,360288,1,HthrMaroon,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,45.22,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3719_heathermaroon_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
3602891,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Heather Maroon,BC3719_HeatherMaroon_VPI26.gif,BC3719_heathermaroon_model_front.jpg,BC3719_heathermaroon_model_frontTN.jpg,L,0.8500,22.82,22.82,18.82,NULL,18,360289,1,HthrMaroon,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3719_heathermaroon_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
3602901,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Heather Maroon,BC3719_HeatherMaroon_VPI26.gif,BC3719_heathermaroon_model_front.jpg,BC3719_heathermaroon_model_frontTN.jpg,M,0.8000,22.82,22.82,18.82,NULL,18,360290,1,HthrMaroon,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3719_heathermaroon_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
3602911,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Heather Maroon,BC3719_HeatherMaroon_VPI26.gif,BC3719_heathermaroon_model_front.jpg,BC3719_heathermaroon_model_frontTN.jpg,S,0.8000,22.82,22.82,18.82,NULL,18,360291,1,HthrMaroon,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3719_heathermaroon_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
3602921,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Heather Maroon,BC3719_HeatherMaroon_VPI26.gif,BC3719_heathermaroon_model_front.jpg,BC3719_heathermaroon_model_frontTN.jpg,XL,0.9500,22.82,22.82,18.82,NULL,18,360292,1,HthrMaroon,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3719_heathermaroon_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
3602931,BELLA+CANVAS ® Unisex Sponge Fleece Pullover Hoodie. BC3719,Retail fit Tear-away label White drawcords Side seamed Kangaroo pockets Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles Black Heather: 8-ounce 85/15 Airlume combed and ring spun cotton/poly fleece 32 singles Heather Navy: 8-ounce 60/40 Airlume combed and ring spun cotton/poly fleece 32 singles DTG Colors: 8-ounce 70/30 Airlume combed and ring spun cotton/poly fleece with 100% cotton face for printability ,BC3719,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3719TN.jpg,BC3719sw.jpg,BC3719.jpg,SpecSheetMeasurements_BC3719.pdf,Size,37.64,Sweatshirts/Fleece, ,Heather Maroon,BC3719_HeatherMaroon_VPI26.gif,BC3719_heathermaroon_model_front.jpg,BC3719_heathermaroon_model_frontTN.jpg,XS,0.8800,22.82,22.82,18.82,NULL,18,360293,1,HthrMaroon,Bella + Canvas,Regular,BC3719|BC3719Y|BC3739,37.64,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3719_heathermaroon_model_front.jpg,SpecSheetMeasurements_BC3719.pdf,
3602941,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,36.74,Sweatshirts/Fleece, ,Black Heather,BC3901_BlackHeather_VPI26.gif,BC3901_blackheather_flat_front.jpg,BC3901_blackheather_flat_frontTN.jpg,2XL,0.9900,22.37,22.37,18.37,NULL,12,360294,1,BlkHthr,Bella + Canvas,Regular,BC3901,36.74,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_blackheather_flat_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3602951,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,43.1,Sweatshirts/Fleece, ,Black Heather,BC3901_BlackHeather_VPI26.gif,BC3901_blackheather_flat_front.jpg,BC3901_blackheather_flat_frontTN.jpg,3XL,1.0600,25.55,25.55,21.55,NULL,12,360295,1,BlkHthr,Bella + Canvas,Regular,BC3901,43.1,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_blackheather_flat_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3602961,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,33.18,Sweatshirts/Fleece, ,Black Heather,BC3901_BlackHeather_VPI26.gif,BC3901_blackheather_flat_front.jpg,BC3901_blackheather_flat_frontTN.jpg,L,0.8100,20.59,20.59,16.59,NULL,12,360296,1,BlkHthr,Bella + Canvas,Regular,BC3901,33.18,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_blackheather_flat_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3602971,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,33.18,Sweatshirts/Fleece, ,Black Heather,BC3901_BlackHeather_VPI26.gif,BC3901_blackheather_flat_front.jpg,BC3901_blackheather_flat_frontTN.jpg,M,0.7400,20.59,20.59,16.59,NULL,12,360297,1,BlkHthr,Bella + Canvas,Regular,BC3901,33.18,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_blackheather_flat_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3602981,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,33.18,Sweatshirts/Fleece, ,Black Heather,BC3901_BlackHeather_VPI26.gif,BC3901_blackheather_flat_front.jpg,BC3901_blackheather_flat_frontTN.jpg,S,0.7200,20.59,20.59,16.59,NULL,12,360298,1,BlkHthr,Bella + Canvas,Regular,BC3901,33.18,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_blackheather_flat_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3602991,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,33.18,Sweatshirts/Fleece, ,Black Heather,BC3901_BlackHeather_VPI26.gif,BC3901_blackheather_flat_front.jpg,BC3901_blackheather_flat_frontTN.jpg,XL,0.8800,20.59,20.59,16.59,NULL,12,360299,1,BlkHthr,Bella + Canvas,Regular,BC3901,33.18,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_blackheather_flat_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3603001,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,33.18,Sweatshirts/Fleece, ,Black Heather,BC3901_BlackHeather_VPI26.gif,BC3901_blackheather_flat_front.jpg,BC3901_blackheather_flat_frontTN.jpg,XS,0.6300,20.59,20.59,16.59,NULL,12,360300,1,BlkHthr,Bella + Canvas,Regular,BC3901,33.18,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_blackheather_flat_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3603011,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,39.3,Sweatshirts/Fleece, ,True Royal,BC3901_TrueRoyal_VPI26.gif,BC3901_trueroyal_model_front.jpg,BC3901_trueroyal_model_frontTN.jpg,2XL,0.9900,23.65,23.65,19.65,NULL,12,360301,1,TrueRoyal,Bella + Canvas,Regular,BC3901,39.3,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_trueroyal_model_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3603021,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,43.1,Sweatshirts/Fleece, ,True Royal,BC3901_TrueRoyal_VPI26.gif,BC3901_trueroyal_model_front.jpg,BC3901_trueroyal_model_frontTN.jpg,3XL,1.0600,25.55,25.55,21.55,NULL,12,360302,1,TrueRoyal,Bella + Canvas,Regular,BC3901,43.1,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_trueroyal_model_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3603031,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,35.5,Sweatshirts/Fleece, ,True Royal,BC3901_TrueRoyal_VPI26.gif,BC3901_trueroyal_model_front.jpg,BC3901_trueroyal_model_frontTN.jpg,L,0.8100,21.75,21.75,17.75,NULL,12,360303,1,TrueRoyal,Bella + Canvas,Regular,BC3901,35.5,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_trueroyal_model_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3603041,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,35.5,Sweatshirts/Fleece, ,True Royal,BC3901_TrueRoyal_VPI26.gif,BC3901_trueroyal_model_front.jpg,BC3901_trueroyal_model_frontTN.jpg,M,0.7400,21.75,21.75,17.75,NULL,12,360304,1,TrueRoyal,Bella + Canvas,Regular,BC3901,35.5,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_trueroyal_model_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3603051,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,35.5,Sweatshirts/Fleece, ,True Royal,BC3901_TrueRoyal_VPI26.gif,BC3901_trueroyal_model_front.jpg,BC3901_trueroyal_model_frontTN.jpg,S,0.7200,21.75,21.75,17.75,NULL,12,360305,1,TrueRoyal,Bella + Canvas,Regular,BC3901,35.5,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_trueroyal_model_front.jpg,SpecSheetMeasurements_BC3901.pdf,
3603061,BELLA+CANVAS ® Unisex Sponge Fleece Raglan Sweatshirt. BC3901,Retail fit Tear-away label Raglan sleeves Side seamed Rib knit cuffs and hem Solid Colors and Heather Colors: 8-ounce 52/48 Airlume combed and ring spun cotton/poly fleece 32 singles Triblend Colors: 8-ounce 50/37.5/12.5 poly/Airlume combed and ring spun cotton/rayon 32 singles Athletic Heather: 8-ounce 90/10 Airlume combed and ring spun cotton/poly fleece 32 singles ,BC3901,Unisex Sizes: XS-3XL,Bella Logo 2000.jpg,BC3901TN.jpg,BC3901sw.jpg,BC3901.jpg,SpecSheetMeasurements_BC3901.pdf,Size,35.5,Sweatshirts/Fleece, ,True Royal,BC3901_TrueRoyal_VPI26.gif,BC3901_trueroyal_model_front.jpg,BC3901_trueroyal_model_frontTN.jpg,XL,0.8800,21.75,21.75,17.75,NULL,12,360306,1,TrueRoyal,Bella + Canvas,Regular,BC3901,35.5,,https://cdnm.sanmar.com/imglib/mresjpg/2026/f2/BC3901_trueroyal_model_front.jpg,SpecSheetMeasurements_BC3901.pdf,
